Date,Population,Area,Type
12/31/2007,42640,"Big Rapids, MI",MSA
12/31/2008,42683,"Big Rapids, MI",MSA
12/31/2009,42621,"Big Rapids, MI",MSA
12/31/2010,42851,"Big Rapids, MI",MSA
12/31/2011,43454,"Big Rapids, MI",MSA
12/31/2012,43502,"Big Rapids, MI",MSA
12/31/2013,43266,"Big Rapids, MI",MSA
12/31/2014,43206,"Big Rapids, MI",MSA
12/31/2015,43013,"Big Rapids, MI",MSA
12/31/2016,43174,"Big Rapids, MI",MSA
12/31/2017,43271,"Big Rapids, MI",MSA
12/31/2018,43471,"Big Rapids, MI",MSA
12/31/2019,43583,"Big Rapids, MI",MSA
12/31/2020,39792,"Big Rapids, MI",MSA
12/31/2021,40057,"Big Rapids, MI",MSA
12/31/2022,40720,"Big Rapids, MI",MSA
12/31/2000,33489,"Big Spring, TX",MSA
12/31/2001,33279,"Big Spring, TX",MSA
12/31/2002,33479,"Big Spring, TX",MSA
12/31/2003,33396,"Big Spring, TX",MSA
12/31/2004,33403,"Big Spring, TX",MSA
12/31/2005,33277,"Big Spring, TX",MSA
12/31/2006,33328,"Big Spring, TX",MSA
12/31/2007,33817,"Big Spring, TX",MSA
12/31/2008,34393,"Big Spring, TX",MSA
12/31/2009,34882,"Big Spring, TX",MSA
12/31/2010,34983,"Big Spring, TX",MSA
12/31/2011,34967,"Big Spring, TX",MSA
12/31/2012,35485,"Big Spring, TX",MSA
12/31/2013,36170,"Big Spring, TX",MSA
12/31/2014,36513,"Big Spring, TX",MSA
12/31/2015,37114,"Big Spring, TX",MSA
12/31/2016,36202,"Big Spring, TX",MSA
12/31/2017,35778,"Big Spring, TX",MSA
12/31/2018,35813,"Big Spring, TX",MSA
12/31/2019,36732,"Big Spring, TX",MSA
12/31/2020,34812,"Big Spring, TX",MSA
12/31/2021,34336,"Big Spring, TX",MSA
12/31/2022,33672,"Big Spring, TX",MSA
12/31/2000,45993,"Big Stone Gap, VA",MSA
12/31/2001,45706,"Big Stone Gap, VA",MSA
12/31/2002,45596,"Big Stone Gap, VA",MSA
12/31/2003,45584,"Big Stone Gap, VA",MSA
12/31/2004,45438,"Big Stone Gap, VA",MSA
12/31/2005,45352,"Big Stone Gap, VA",MSA
12/31/2006,45356,"Big Stone Gap, VA",MSA
12/31/2007,45412,"Big Stone Gap, VA",MSA
12/31/2008,45350,"Big Stone Gap, VA",MSA
12/31/2009,45357,"Big Stone Gap, VA",MSA
12/31/2010,45587,"Big Stone Gap, VA",MSA
12/31/2011,45548,"Big Stone Gap, VA",MSA
12/31/2012,45053,"Big Stone Gap, VA",MSA
12/31/2013,44788,"Big Stone Gap, VA",MSA
12/31/2014,44055,"Big Stone Gap, VA",MSA
12/31/2015,43609,"Big Stone Gap, VA",MSA
12/31/2016,43051,"Big Stone Gap, VA",MSA
12/31/2017,42520,"Big Stone Gap, VA",MSA
12/31/2018,41833,"Big Stone Gap, VA",MSA
12/31/2019,41410,"Big Stone Gap, VA",MSA
12/31/2020,39741,"Big Stone Gap, VA",MSA
12/31/2021,39338,"Big Stone Gap, VA",MSA
12/31/2022,39030,"Big Stone Gap, VA",MSA
12/31/2000,147378,"Billings, MT",MSA
12/31/2001,148858,"Billings, MT",MSA
12/31/2002,150320,"Billings, MT",MSA
12/31/2003,151913,"Billings, MT",MSA
12/31/2004,153672,"Billings, MT",MSA
12/31/2005,156025,"Billings, MT",MSA
12/31/2006,158157,"Billings, MT",MSA
12/31/2007,160358,"Billings, MT",MSA
12/31/2008,163165,"Billings, MT",MSA
12/31/2009,165575,"Billings, MT",MSA
12/31/2010,167580,"Billings, MT",MSA
12/31/2011,169047,"Billings, MT",MSA
12/31/2012,170993,"Billings, MT",MSA
12/31/2013,173445,"Billings, MT",MSA
12/31/2014,175047,"Billings, MT",MSA
12/31/2015,176481,"Billings, MT",MSA
12/31/2016,177895,"Billings, MT",MSA
12/31/2017,179520,"Billings, MT",MSA
12/31/2018,180268,"Billings, MT",MSA
12/31/2019,181723,"Billings, MT",MSA
12/31/2020,184703,"Billings, MT",MSA
12/31/2021,187285,"Billings, MT",MSA
12/31/2022,190208,"Billings, MT",MSA
12/31/2000,252189,"Binghamton, NY",MSA
12/31/2001,252580,"Binghamton, NY",MSA
12/31/2002,253430,"Binghamton, NY",MSA
12/31/2003,252932,"Binghamton, NY",MSA
12/31/2004,252605,"Binghamton, NY",MSA
12/31/2005,252088,"Binghamton, NY",MSA
12/31/2006,252441,"Binghamton, NY",MSA
12/31/2007,252442,"Binghamton, NY",MSA
12/31/2008,252527,"Binghamton, NY",MSA
12/31/2009,252171,"Binghamton, NY",MSA
12/31/2010,251486,"Binghamton, NY",MSA
12/31/2011,250256,"Binghamton, NY",MSA
12/31/2012,248986,"Binghamton, NY",MSA
12/31/2013,248081,"Binghamton, NY",MSA
12/31/2014,247150,"Binghamton, NY",MSA
12/31/2015,245371,"Binghamton, NY",MSA
12/31/2016,243433,"Binghamton, NY",MSA
12/31/2017,241914,"Binghamton, NY",MSA
12/31/2018,240737,"Binghamton, NY",MSA
12/31/2019,238958,"Binghamton, NY",MSA
12/31/2020,246478,"Binghamton, NY",MSA
12/31/2021,246790,"Binghamton, NY",MSA
12/31/2022,244889,"Binghamton, NY",MSA
12/31/2000,982704,"Birmingham-Hoover, AL",MSA
12/31/2001,988718,"Birmingham-Hoover, AL",MSA
12/31/2002,993201,"Birmingham-Hoover, AL",MSA
12/31/2003,1001781,"Birmingham-Hoover, AL",MSA
12/31/2004,1009575,"Birmingham-Hoover, AL",MSA
12/31/2005,1017818,"Birmingham-Hoover, AL",MSA
12/31/2006,1030584,"Birmingham-Hoover, AL",MSA
12/31/2007,1039561,"Birmingham-Hoover, AL",MSA
12/31/2008,1049266,"Birmingham-Hoover, AL",MSA
12/31/2009,1057924,"Birmingham-Hoover, AL",MSA
12/31/2010,1061728,"Birmingham-Hoover, AL",MSA
12/31/2011,1064114,"Birmingham-Hoover, AL",MSA
12/31/2012,1067725,"Birmingham-Hoover, AL",MSA
12/31/2013,1073110,"Birmingham-Hoover, AL",MSA
12/31/2014,1076373,"Birmingham-Hoover, AL",MSA
12/31/2015,1080114,"Birmingham-Hoover, AL",MSA
12/31/2016,1083318,"Birmingham-Hoover, AL",MSA
12/31/2017,1086149,"Birmingham-Hoover, AL",MSA
12/31/2018,1088545,"Birmingham-Hoover, AL",MSA
12/31/2019,1090916,"Birmingham-Hoover, AL",MSA
12/31/2020,1116544,"Birmingham-Hoover, AL",MSA
12/31/2021,1117042,"Birmingham-Hoover, AL",MSA
12/31/2022,1116857,"Birmingham-Hoover, AL",MSA
12/31/2000,96917,"Bismarck, ND",MSA
12/31/2001,97253,"Bismarck, ND",MSA
12/31/2002,98254,"Bismarck, ND",MSA
12/31/2003,99128,"Bismarck, ND",MSA
12/31/2004,100134,"Bismarck, ND",MSA
12/31/2005,101858,"Bismarck, ND",MSA
12/31/2006,103713,"Bismarck, ND",MSA
12/31/2007,105648,"Bismarck, ND",MSA
12/31/2008,107210,"Bismarck, ND",MSA
12/31/2009,109009,"Bismarck, ND",MSA
12/31/2010,111119,"Bismarck, ND",MSA
12/31/2011,112889,"Bismarck, ND",MSA
12/31/2012,115728,"Bismarck, ND",MSA
12/31/2013,119302,"Bismarck, ND",MSA
12/31/2014,122233,"Bismarck, ND",MSA
12/31/2015,125423,"Bismarck, ND",MSA
12/31/2016,127313,"Bismarck, ND",MSA
12/31/2017,128246,"Bismarck, ND",MSA
12/31/2018,128521,"Bismarck, ND",MSA
12/31/2019,129068,"Bismarck, ND",MSA
12/31/2020,133776,"Bismarck, ND",MSA
12/31/2021,134400,"Bismarck, ND",MSA
12/31/2022,134846,"Bismarck, ND",MSA
12/31/2000,41753,"Blackfoot, ID",MSA
12/31/2001,42073,"Blackfoot, ID",MSA
12/31/2002,42101,"Blackfoot, ID",MSA
12/31/2003,42555,"Blackfoot, ID",MSA
12/31/2004,42702,"Blackfoot, ID",MSA
12/31/2005,43173,"Blackfoot, ID",MSA
12/31/2006,43396,"Blackfoot, ID",MSA
12/31/2007,43816,"Blackfoot, ID",MSA
12/31/2008,44414,"Blackfoot, ID",MSA
12/31/2009,45087,"Blackfoot, ID",MSA
12/31/2010,45764,"Blackfoot, ID",MSA
12/31/2011,45903,"Blackfoot, ID",MSA
12/31/2012,45519,"Blackfoot, ID",MSA
12/31/2013,45435,"Blackfoot, ID",MSA
12/31/2014,45226,"Blackfoot, ID",MSA
12/31/2015,45071,"Blackfoot, ID",MSA
12/31/2016,45313,"Blackfoot, ID",MSA
12/31/2017,45888,"Blackfoot, ID",MSA
12/31/2018,46054,"Blackfoot, ID",MSA
12/31/2019,46772,"Blackfoot, ID",MSA
12/31/2020,48106,"Blackfoot, ID",MSA
12/31/2021,48898,"Blackfoot, ID",MSA
12/31/2022,49923,"Blackfoot, ID",MSA
12/31/2000,151553,"Blacksburg-Christiansburg, VA",MSA
12/31/2001,153348,"Blacksburg-Christiansburg, VA",MSA
12/31/2002,153326,"Blacksburg-Christiansburg, VA",MSA
12/31/2003,154009,"Blacksburg-Christiansburg, VA",MSA
12/31/2004,154647,"Blacksburg-Christiansburg, VA",MSA
12/31/2005,156402,"Blacksburg-Christiansburg, VA",MSA
12/31/2006,158277,"Blacksburg-Christiansburg, VA",MSA
12/31/2007,160085,"Blacksburg-Christiansburg, VA",MSA
12/31/2008,161247,"Blacksburg-Christiansburg, VA",MSA
12/31/2009,162385,"Blacksburg-Christiansburg, VA",MSA
12/31/2010,163139,"Blacksburg-Christiansburg, VA",MSA
12/31/2011,163471,"Blacksburg-Christiansburg, VA",MSA
12/31/2012,164176,"Blacksburg-Christiansburg, VA",MSA
12/31/2013,165325,"Blacksburg-Christiansburg, VA",MSA
12/31/2014,165784,"Blacksburg-Christiansburg, VA",MSA
12/31/2015,165853,"Blacksburg-Christiansburg, VA",MSA
12/31/2016,166746,"Blacksburg-Christiansburg, VA",MSA
12/31/2017,166714,"Blacksburg-Christiansburg, VA",MSA
12/31/2018,167620,"Blacksburg-Christiansburg, VA",MSA
12/31/2019,167681,"Blacksburg-Christiansburg, VA",MSA
12/31/2020,166269,"Blacksburg-Christiansburg, VA",MSA
12/31/2021,165769,"Blacksburg-Christiansburg, VA",MSA
12/31/2022,165812,"Blacksburg-Christiansburg, VA",MSA
12/31/2000,150844,"Bloomington, IL",MSA
12/31/2001,152713,"Bloomington, IL",MSA
12/31/2002,155882,"Bloomington, IL",MSA
12/31/2003,157795,"Bloomington, IL",MSA
12/31/2004,159096,"Bloomington, IL",MSA
12/31/2005,160299,"Bloomington, IL",MSA
12/31/2006,162925,"Bloomington, IL",MSA
12/31/2007,165223,"Bloomington, IL",MSA
12/31/2008,166825,"Bloomington, IL",MSA
12/31/2009,168727,"Bloomington, IL",MSA
12/31/2010,169815,"Bloomington, IL",MSA
12/31/2011,170939,"Bloomington, IL",MSA
12/31/2012,172762,"Bloomington, IL",MSA
12/31/2013,175087,"Bloomington, IL",MSA
12/31/2014,174166,"Bloomington, IL",MSA
12/31/2015,173222,"Bloomington, IL",MSA
12/31/2016,173157,"Bloomington, IL",MSA
12/31/2017,172769,"Bloomington, IL",MSA
12/31/2018,172368,"Bloomington, IL",MSA
12/31/2019,171272,"Bloomington, IL",MSA
12/31/2020,170954,"Bloomington, IL",MSA
12/31/2021,171190,"Bloomington, IL",MSA
12/31/2022,171141,"Bloomington, IL",MSA
12/31/2000,142709,"Bloomington, IN",MSA
12/31/2001,143650,"Bloomington, IN",MSA
12/31/2002,144707,"Bloomington, IN",MSA
12/31/2003,146835,"Bloomington, IN",MSA
12/31/2004,148549,"Bloomington, IN",MSA
12/31/2005,150096,"Bloomington, IN",MSA
12/31/2006,152548,"Bloomington, IN",MSA
12/31/2007,154352,"Bloomington, IN",MSA
12/31/2008,156164,"Bloomington, IN",MSA
12/31/2009,157840,"Bloomington, IN",MSA
12/31/2010,160140,"Bloomington, IN",MSA
12/31/2011,161769,"Bloomington, IN",MSA
12/31/2012,162938,"Bloomington, IN",MSA
12/31/2013,163337,"Bloomington, IN",MSA
12/31/2014,164570,"Bloomington, IN",MSA
12/31/2015,165255,"Bloomington, IN",MSA
12/31/2016,166834,"Bloomington, IN",MSA
12/31/2017,167619,"Bloomington, IN",MSA
12/31/2018,168290,"Bloomington, IN",MSA
12/31/2019,169059,"Bloomington, IN",MSA
12/31/2020,160885,"Bloomington, IN",MSA
12/31/2021,161567,"Bloomington, IN",MSA
12/31/2022,161227,"Bloomington, IN",MSA
12/31/2000,82211,"Bloomsburg-Berwick, PA",MSA
12/31/2001,82592,"Bloomsburg-Berwick, PA",MSA
12/31/2002,82838,"Bloomsburg-Berwick, PA",MSA
12/31/2003,83240,"Bloomsburg-Berwick, PA",MSA
12/31/2004,83511,"Bloomsburg-Berwick, PA",MSA
12/31/2005,83718,"Bloomsburg-Berwick, PA",MSA
12/31/2006,83996,"Bloomsburg-Berwick, PA",MSA
12/31/2007,84303,"Bloomsburg-Berwick, PA",MSA
12/31/2008,84735,"Bloomsburg-Berwick, PA",MSA
12/31/2009,85385,"Bloomsburg-Berwick, PA",MSA
12/31/2010,85653,"Bloomsburg-Berwick, PA",MSA
12/31/2011,85448,"Bloomsburg-Berwick, PA",MSA
12/31/2012,85474,"Bloomsburg-Berwick, PA",MSA
12/31/2013,85601,"Bloomsburg-Berwick, PA",MSA
12/31/2014,85553,"Bloomsburg-Berwick, PA",MSA
12/31/2015,85001,"Bloomsburg-Berwick, PA",MSA
12/31/2016,84412,"Bloomsburg-Berwick, PA",MSA
12/31/2017,83893,"Bloomsburg-Berwick, PA",MSA
12/31/2018,83450,"Bloomsburg-Berwick, PA",MSA
12/31/2019,83201,"Bloomsburg-Berwick, PA",MSA
12/31/2020,82811,"Bloomsburg-Berwick, PA",MSA
12/31/2021,83083,"Bloomsburg-Berwick, PA",MSA
12/31/2022,83017,"Bloomsburg-Berwick, PA",MSA
12/31/2000,114162,"Bluefield, WV-VA",MSA
12/31/2001,112719,"Bluefield, WV-VA",MSA
12/31/2002,112847,"Bluefield, WV-VA",MSA
12/31/2003,112865,"Bluefield, WV-VA",MSA
12/31/2004,112709,"Bluefield, WV-VA",MSA
12/31/2005,112201,"Bluefield, WV-VA",MSA
12/31/2006,112332,"Bluefield, WV-VA",MSA
12/31/2007,112714,"Bluefield, WV-VA",MSA
12/31/2008,113789,"Bluefield, WV-VA",MSA
12/31/2009,114114,"Bluefield, WV-VA",MSA
12/31/2010,114254,"Bluefield, WV-VA",MSA
12/31/2011,114077,"Bluefield, WV-VA",MSA
12/31/2012,113410,"Bluefield, WV-VA",MSA
12/31/2013,112652,"Bluefield, WV-VA",MSA
12/31/2014,111792,"Bluefield, WV-VA",MSA
12/31/2015,110653,"Bluefield, WV-VA",MSA
12/31/2016,109347,"Bluefield, WV-VA",MSA
12/31/2017,107626,"Bluefield, WV-VA",MSA
12/31/2018,106675,"Bluefield, WV-VA",MSA
12/31/2019,105849,"Bluefield, WV-VA",MSA
12/31/2020,106179,"Bluefield, WV-VA",MSA
12/31/2021,105451,"Bluefield, WV-VA",MSA
12/31/2022,104669,"Bluefield, WV-VA",MSA
12/31/2000,27619,"Bluffton, IN",MSA
12/31/2001,27626,"Bluffton, IN",MSA
12/31/2002,27745,"Bluffton, IN",MSA
12/31/2003,27803,"Bluffton, IN",MSA
12/31/2004,27826,"Bluffton, IN",MSA
12/31/2005,27820,"Bluffton, IN",MSA
12/31/2006,27872,"Bluffton, IN",MSA
12/31/2007,27836,"Bluffton, IN",MSA
12/31/2008,27751,"Bluffton, IN",MSA
12/31/2009,27620,"Bluffton, IN",MSA
12/31/2010,27680,"Bluffton, IN",MSA
12/31/2011,27737,"Bluffton, IN",MSA
12/31/2012,27707,"Bluffton, IN",MSA
12/31/2013,27716,"Bluffton, IN",MSA
12/31/2014,27817,"Bluffton, IN",MSA
12/31/2015,27854,"Bluffton, IN",MSA
12/31/2016,27863,"Bluffton, IN",MSA
12/31/2017,27934,"Bluffton, IN",MSA
12/31/2018,27982,"Bluffton, IN",MSA
12/31/2019,28131,"Bluffton, IN",MSA
12/31/2020,28167,"Bluffton, IN",MSA
12/31/2021,28177,"Bluffton, IN",MSA
12/31/2022,28335,"Bluffton, IN",MSA
12/31/2000,51849,"Blytheville, AR",MSA
12/31/2001,51017,"Blytheville, AR",MSA
12/31/2002,49957,"Blytheville, AR",MSA
12/31/2003,48554,"Blytheville, AR",MSA
12/31/2004,47777,"Blytheville, AR",MSA
12/31/2005,47399,"Blytheville, AR",MSA
12/31/2006,46983,"Blytheville, AR",MSA
12/31/2007,46850,"Blytheville, AR",MSA
12/31/2008,47037,"Blytheville, AR",MSA
12/31/2009,46857,"Blytheville, AR",MSA
12/31/2010,46350,"Blytheville, AR",MSA
12/31/2011,45988,"Blytheville, AR",MSA
12/31/2012,45499,"Blytheville, AR",MSA
12/31/2013,44642,"Blytheville, AR",MSA
12/31/2014,44203,"Blytheville, AR",MSA
12/31/2015,43692,"Blytheville, AR",MSA
12/31/2016,42863,"Blytheville, AR",MSA
12/31/2017,42093,"Blytheville, AR",MSA
12/31/2018,41239,"Blytheville, AR",MSA
12/31/2019,40717,"Blytheville, AR",MSA
12/31/2020,40544,"Blytheville, AR",MSA
12/31/2021,39577,"Blytheville, AR",MSA
12/31/2022,38896,"Blytheville, AR",MSA
12/31/2000,43936,"Bogalusa, LA",MSA
12/31/2001,43992,"Bogalusa, LA",MSA
12/31/2002,44156,"Bogalusa, LA",MSA
12/31/2003,44277,"Bogalusa, LA",MSA
12/31/2004,44521,"Bogalusa, LA",MSA
12/31/2005,44880,"Bogalusa, LA",MSA
12/31/2006,45157,"Bogalusa, LA",MSA
12/31/2007,46376,"Bogalusa, LA",MSA
12/31/2008,47000,"Bogalusa, LA",MSA
12/31/2009,47262,"Bogalusa, LA",MSA
12/31/2010,47083,"Bogalusa, LA",MSA
12/31/2011,47125,"Bogalusa, LA",MSA
12/31/2012,46675,"Bogalusa, LA",MSA
12/31/2013,46412,"Bogalusa, LA",MSA
12/31/2014,46320,"Bogalusa, LA",MSA
12/31/2015,46365,"Bogalusa, LA",MSA
12/31/2016,46414,"Bogalusa, LA",MSA
12/31/2017,46678,"Bogalusa, LA",MSA
12/31/2018,46601,"Bogalusa, LA",MSA
12/31/2019,46158,"Bogalusa, LA",MSA
12/31/2020,45344,"Bogalusa, LA",MSA
12/31/2021,45176,"Bogalusa, LA",MSA
12/31/2022,45025,"Bogalusa, LA",MSA
12/31/2000,469017,"Boise City, ID",MSA
12/31/2001,486078,"Boise City, ID",MSA
12/31/2002,499994,"Boise City, ID",MSA
12/31/2003,512491,"Boise City, ID",MSA
12/31/2004,525975,"Boise City, ID",MSA
12/31/2005,546980,"Boise City, ID",MSA
12/31/2006,570583,"Boise City, ID",MSA
12/31/2007,590330,"Boise City, ID",MSA
12/31/2008,603218,"Boise City, ID",MSA
12/31/2009,611341,"Boise City, ID",MSA
12/31/2010,617899,"Boise City, ID",MSA
12/31/2011,627804,"Boise City, ID",MSA
12/31/2012,637657,"Boise City, ID",MSA
12/31/2013,649541,"Boise City, ID",MSA
12/31/2014,663053,"Boise City, ID",MSA
12/31/2015,675173,"Boise City, ID",MSA
12/31/2016,691974,"Boise City, ID",MSA
